flags,utterance,category,intent
BM,I am trying to check what delivery options are available,DELIVERY,delivery_options
BM,help me checking what delivery options I can choose,DELIVERY,delivery_options
BM,I call to check what options for delivery you offer,DELIVERY,delivery_options
BIM,is it possible to check what delivery options I can choose?,DELIVERY,delivery_options
BM,assistance checking what delivery options I can choose,DELIVERY,delivery_options
BM,I need assistance to check what delivery options you offer,DELIVERY,delivery_options
BM,assistance checking what options for delivery I can choose,DELIVERY,delivery_options
B,I want help checking the delivery options,DELIVERY,delivery_options
BM,I don't know how to check what options for delivery I have,DELIVERY,delivery_options
BIMP,will you show me what delivery options I can choose?,DELIVERY,delivery_options
B,help checking the delivery options,DELIVERY,delivery_options
BM,I want help checking what delivery options you offer,DELIVERY,delivery_options
BM,I need help checking what delivery options you offer,DELIVERY,delivery_options
BIM,can you help me checking what delivery options you offer?,DELIVERY,delivery_options
BIM,can you help me checking what options for delivery I have?,DELIVERY,delivery_options
BIP,where could I check the delivery options?,DELIVERY,delivery_options
BM,I want to check what options for delivery I have,DELIVERY,delivery_options
BIP,how could I check the delivery options?,DELIVERY,delivery_options
BP,I don't know how I could check the options for delivery,DELIVERY,delivery_options
B,I don't know how to check the options for delivery,DELIVERY,delivery_options
BIM,how to check what options for delivery I can choose?,DELIVERY,delivery_options
BE,I am looking for information about the delivery options,DELIVERY,delivery_options
BIP,how could I check the options for delivery?,DELIVERY,delivery_options
BM,show me what options for delivery I have,DELIVERY,delivery_options
B,tell me more about the delivery options,DELIVERY,delivery_options
B,I want assistance to check the delivery options,DELIVERY,delivery_options
B,I have got to check the options for delivery,DELIVERY,delivery_options
BM,assistance to check what options for delivery are available,DELIVERY,delivery_options
BIM,can you help me check what options for delivery I have?,DELIVERY,delivery_options
BM,help me check what options for delivery I have,DELIVERY,delivery_options
BM,show me what options for delivery I can choose,DELIVERY,delivery_options
BI,can you help me to check the options for delivery?,DELIVERY,delivery_options
BIP,could you show me the delivery options?,DELIVERY,delivery_options
BIMP,could I check what options for delivery I can choose?,DELIVERY,delivery_options
BM,assistance checking what delivery options I have,DELIVERY,delivery_options
B,problem with the delivery options,DELIVERY,delivery_options
BM,show me what options for delivery you offer,DELIVERY,delivery_options
BIM,can you help me to check what delivery options I can choose?,DELIVERY,delivery_options
BIMP,will you show me what delivery options I have?,DELIVERY,delivery_options
BM,help to check what delivery options I have,DELIVERY,delivery_options
BM,I have got to check what delivery options I have,DELIVERY,delivery_options
BM,I call to check what delivery options I have,DELIVERY,delivery_options
BIM,can you help me to check what options for delivery I have?,DELIVERY,delivery_options
BIMP,could you help me check what delivery options are available?,DELIVERY,delivery_options
BM,I am calling to check what options for delivery I have,DELIVERY,delivery_options
B,I want information about the delivery options,DELIVERY,delivery_options
BIM,how do I check what options for delivery I can choose?,DELIVERY,delivery_options
BM,I have problems with the delivery options,DELIVERY,delivery_options
BIMP,could you show me what delivery options are available?,DELIVERY,delivery_options
BM,I need help checking what delivery options are available,DELIVERY,delivery_options
B,information about the options for delivery,DELIVERY,delivery_options
BI,where can I get information about the options for delivery?,DELIVERY,delivery_options
B,assistance to check the delivery options,DELIVERY,delivery_options
BM,help checking what options for delivery I can choose,DELIVERY,delivery_options
B,help checking the options for delivery,DELIVERY,delivery_options
BK,check delivery options,DELIVERY,delivery_options
BM,help me checking what delivery options I have,DELIVERY,delivery_options
B,I want information about the options for delivery,DELIVERY,delivery_options
BM,help me to check what options for delivery I can choose,DELIVERY,delivery_options
B,I want to check the delivery options,DELIVERY,delivery_options
BP,I would like information about the delivery options,DELIVERY,delivery_options
BM,help checking what options for delivery you offer,DELIVERY,delivery_options
B,I have a problem with the options for delivery,DELIVERY,delivery_options
B,give me information about the delivery options,DELIVERY,delivery_options
BM,I have got to check what delivery options are available,DELIVERY,delivery_options
BIM,how can I check what delivery options you offer?,DELIVERY,delivery_options
BM,I want help to check what delivery options I have,DELIVERY,delivery_options
BIMP,how could I check what options for delivery are available?,DELIVERY,delivery_options
B,I call to check the options for delivery,DELIVERY,delivery_options
B,I am calling to check the options for delivery,DELIVERY,delivery_options
BM,I am calling to check what delivery options I have,DELIVERY,delivery_options
BIM,how do I check what options for delivery you offer?,DELIVERY,delivery_options
B,I am trying to check the options for delivery,DELIVERY,delivery_options
BIP,could you help me to check the options for delivery?,DELIVERY,delivery_options
BM,I call to check what delivery options I can choose,DELIVERY,delivery_options
BIP,how could I get information about the delivery options?,DELIVERY,delivery_options
B,question about the delivery options,DELIVERY,delivery_options
BIMP,could you help me check what options for delivery you offer?,DELIVERY,delivery_options
BI,can you tell me about the options for delivery?,DELIVERY,delivery_options
BIMP,how could I check what options for delivery I have?,DELIVERY,delivery_options
BIM,where do I check what delivery options you offer?,DELIVERY,delivery_options
BM,I have to check what options for delivery are available,DELIVERY,delivery_options
BIMP,will you show me what options for delivery are available?,DELIVERY,delivery_options
B,I want help checking the options for delivery,DELIVERY,delivery_options
BM,I need to check what options for delivery I have,DELIVERY,delivery_options
BM,I need to check what options for delivery are available,DELIVERY,delivery_options
BIM,can I check what options for delivery you offer?,DELIVERY,delivery_options
BI,can you tell me more about the delivery options?,DELIVERY,delivery_options
B,I need help checking the delivery options,DELIVERY,delivery_options
B,I want help checking when will my item arrive,DELIVERY,delivery_period
B,assistance checking when my delivery is going to arrive,DELIVERY,delivery_period
BI,where can I check when my delivery is going to arrive?,DELIVERY,delivery_period
BP,I would like to know about the delivery period,DELIVERY,delivery_period
B,I want to know about delivery periods,DELIVERY,delivery_period
BI,can you help me to check how soon can I expect the item?,DELIVERY,delivery_period
BE,I am trying to find delivery period,DELIVERY,delivery_period
B,I have got to check how long the delivery takes,DELIVERY,delivery_period
BIP,how could I check when will my item arrive?,DELIVERY,delivery_period
B,information about delivery periods,DELIVERY,delivery_period
BE,I do not know how I can check when will my item arrive,DELIVERY,delivery_period
BIMP,how could I find information about the delivery period?,DELIVERY,delivery_period
BI,can you show me when my item is going to arrive?,DELIVERY,delivery_period
BE,I do not know how I can check how soon can I expect the item,DELIVERY,delivery_period
BM,information about the delivery periods,DELIVERY,delivery_period
B,show me when will my item arrive,DELIVERY,delivery_period
B,help me checking how soon can I expect the item,DELIVERY,delivery_period
B,I need help checking how soon can I expect the item,DELIVERY,delivery_period
B,I have to check when will my item arrive,DELIVERY,delivery_period
BIMP,will you give me information about the delivery periods?,DELIVERY,delivery_period
BIP,how could I check how soon can I expect the delivery?,DELIVERY,delivery_period
BIP,could you help me check how soon can I expect the item?,DELIVERY,delivery_period
BI,can you give me information about delivery period?,DELIVERY,delivery_period
B,I have got to check how soon can I expect the item,DELIVERY,delivery_period
BI,is it possible to check how soon can I expect the delivery?,DELIVERY,delivery_period
B,I don't know how to check when will my item arrive,DELIVERY,delivery_period
B,I try to check when my item is going to arrive,DELIVERY,delivery_period
B,I don't know how to check when my item is going to arrive,DELIVERY,delivery_period
BIP,could you show me when my item is going to arrive?,DELIVERY,delivery_period
BIP,could you help me checking how soon can I expect the item?,DELIVERY,delivery_period
B,help me check when my item is going to arrive,DELIVERY,delivery_period
B,I call to check how long the delivery takes,DELIVERY,delivery_period
BIP,could you show me when my delivery is going to arrive?,DELIVERY,delivery_period
BE,I do not know how to check how soon can I expect the item,DELIVERY,delivery_period
BIP,could I check when will my item arrive?,DELIVERY,delivery_period
BEM,I am looking for information about the delivery periods,DELIVERY,delivery_period
BIP,will you show me how soon can I expect the delivery?,DELIVERY,delivery_period
BI,where can I find information about delivery period?,DELIVERY,delivery_period
BI,can I check when will my item arrive?,DELIVERY,delivery_period
B,help me to check how soon can I expect the delivery,DELIVERY,delivery_period
BIP,could you help me to check how soon can I expect the item?,DELIVERY,delivery_period
BIP,will you show me how soon can I expect the item?,DELIVERY,delivery_period
B,help checking how soon can I expect the delivery,DELIVERY,delivery_period
BI,how to check how long the delivery takes?,DELIVERY,delivery_period
BEM,I am trying to find information about the delivery period,DELIVERY,delivery_period
BIP,where could I check when my item is going to arrive?,DELIVERY,delivery_period
B,I try to check when will my item arrive,DELIVERY,delivery_period
BI,how to check when my delivery is going to arrive?,DELIVERY,delivery_period
BI,can you show me how soon can I expect the item?,DELIVERY,delivery_period
B,I need to check when will my item arrive,DELIVERY,delivery_period
B,I need help checking when will my item arrive,DELIVERY,delivery_period
BM,find information about the delivery periods,DELIVERY,delivery_period
B,I want to know more about delivery period,DELIVERY,delivery_period
BIP,could you help me checking when my item is going to arrive?,DELIVERY,delivery_period
BIP,would it be possible to check when will my item arrive?,DELIVERY,delivery_period
BIP,could you help me check how long the delivery takes?,DELIVERY,delivery_period
BIMP,could you tell me about the delivery periods?,DELIVERY,delivery_period
B,help me to check how long the delivery takes,DELIVERY,delivery_period
B,I need assistance checking how soon can I expect the item,DELIVERY,delivery_period
BP,I would like to check how long the delivery takes,DELIVERY,delivery_period
BP,I would like to check how soon can I expect the delivery,DELIVERY,delivery_period
BIP,where could I check how soon can I expect the item?,DELIVERY,delivery_period
BIP,could I check when my item is going to arrive?,DELIVERY,delivery_period
BM,I need information about the delivery periods,DELIVERY,delivery_period
B,I try to check how soon can I expect the item,DELIVERY,delivery_period
BIM,can you tell me more about the delivery periods?,DELIVERY,delivery_period
BM,I want to know about the delivery periods,DELIVERY,delivery_period
B,I need assistance to check when will my item arrive,DELIVERY,delivery_period
B,I call to check how soon can I expect the item,DELIVERY,delivery_period
BI,where can I get information about delivery period?,DELIVERY,delivery_period
BE,I am trying to find information about delivery period,DELIVERY,delivery_period
B,I need assistance to check how long the delivery takes,DELIVERY,delivery_period
BP,I would like to check when my delivery is going to arrive,DELIVERY,delivery_period
BE,I am trying to find delivery periods,DELIVERY,delivery_period
BIM,how can I get information about the delivery period?,DELIVERY,delivery_period
BK,delivery period,DELIVERY,delivery_period
BI,can you show me when will my item arrive?,DELIVERY,delivery_period
B,I want help to check when my item is going to arrive,DELIVERY,delivery_period
BI,where do I check how long the delivery takes?,DELIVERY,delivery_period
B,I need to check when my item is going to arrive,DELIVERY,delivery_period
B,show me how long the delivery takes,DELIVERY,delivery_period
B,show me how soon can I expect the item,DELIVERY,delivery_period
B,I need help checking when my item is going to arrive,DELIVERY,delivery_period
B,tell me about the delivery period,DELIVERY,delivery_period
BMP,I would like to know more about the delivery period,DELIVERY,delivery_period
BI,is it possible to check when will my item arrive?,DELIVERY,delivery_period
BMP,I would like to know about the delivery periods,DELIVERY,delivery_period
B,I am trying to check when my delivery is going to arrive,DELIVERY,delivery_period
BIP,where could I find information about delivery periods?,DELIVERY,delivery_period
BIM,can you tell me about the delivery period?,DELIVERY,delivery_period
BIMP,will you give me information about the delivery period?,DELIVERY,delivery_period
B,I need help to check when my item is going to arrive,DELIVERY,delivery_period
BIP,could you tell me about delivery period?,DELIVERY,delivery_period
B,I have to check when my delivery is going to arrive,DELIVERY,delivery_period
BEM,I am looking for the delivery period,DELIVERY,delivery_period
B,I need help checking when my delivery is going to arrive,DELIVERY,delivery_period
BIP,would you give me information about delivery periods?,DELIVERY,delivery_period
B,I try to check how soon can I expect the delivery,DELIVERY,delivery_period
BIP,could I check how soon can I expect the delivery?,DELIVERY,delivery_period
BIP,could you help me check when my delivery is going to arrive?,DELIVERY,delivery_period
B,I need to check when my delivery is going to arrive,DELIVERY,delivery_period
BP,I don't know how I could check when will my item arrive,DELIVERY,delivery_period
BIP,where could I check how long the delivery takes?,DELIVERY,delivery_period
B,give me information about the delivery period,DELIVERY,delivery_period
B,I want help to check when will my item arrive,DELIVERY,delivery_period
BIMP,could you tell me more about the delivery periods?,DELIVERY,delivery_period
B,tell me more about delivery period,DELIVERY,delivery_period
BI,can you help me checking how long the delivery takes?,DELIVERY,delivery_period
BP,I would like information about delivery periods,DELIVERY,delivery_period
BI,can you help me check when will my item arrive?,DELIVERY,delivery_period
BIMP,could you tell me about the delivery period?,DELIVERY,delivery_period
B,I have to check how soon can I expect the item,DELIVERY,delivery_period
B,I am trying to check how soon can I expect the item,DELIVERY,delivery_period
BI,where to check how long the delivery takes?,DELIVERY,delivery_period
B,I am calling to check when my item is going to arrive,DELIVERY,delivery_period
BI,where can I get information about the delivery period?,DELIVERY,delivery_period
B,I need information about the delivery period,DELIVERY,delivery_period
BI,can you help me check how soon can I expect the item?,DELIVERY,delivery_period
BMP,I would like information about the delivery period,DELIVERY,delivery_period
B,I have to check how long the delivery takes,DELIVERY,delivery_period
B,help me to check when my item is going to arrive,DELIVERY,delivery_period
BIP,where could I find information about delivery period?,DELIVERY,delivery_period
BM,I want to know more about the delivery period,DELIVERY,delivery_period
BI,how long does the delivery take?,DELIVERY,delivery_period
BIP,how could I get information about delivery periods?,DELIVERY,delivery_period
B,I want to check when will my item arrive,DELIVERY,delivery_period
B,I want to check how long the delivery takes,DELIVERY,delivery_period
BIP,could you help me check when will my item arrive?,DELIVERY,delivery_period
BI,where to check when will my item arrive?,DELIVERY,delivery_period
BI,where can I find information about the delivery period?,DELIVERY,delivery_period
BI,can you tell me more about delivery period?,DELIVERY,delivery_period
BE,I do not know how to check how long the delivery takes,DELIVERY,delivery_period
BI,how can I check how long the delivery takes?,DELIVERY,delivery_period
B,I want help checking when my item is going to arrive,DELIVERY,delivery_period
B,help me to check when will my item arrive,DELIVERY,delivery_period
BEP,I do not know how I could check how long the delivery takes,DELIVERY,delivery_period
B,I am calling to check how soon can I expect the delivery,DELIVERY,delivery_period
BIP,how could I check when my delivery is going to arrive?,DELIVERY,delivery_period
B,assistance to check when my item is going to arrive,DELIVERY,delivery_period
B,I call to check when will my item arrive,DELIVERY,delivery_period
B,give me information about delivery periods,DELIVERY,delivery_period
BIP,could you show me when will my item arrive?,DELIVERY,delivery_period
BI,can you help me checking when my item is going to arrive?,DELIVERY,delivery_period
BI,how to check when will my item arrive?,DELIVERY,delivery_period
BIP,how could I get information about delivery period?,DELIVERY,delivery_period
BI,how can I get information about delivery period?,DELIVERY,delivery_period
BEM,I am looking for information about the delivery period,DELIVERY,delivery_period
BI,can you help me check how long the delivery takes?,DELIVERY,delivery_period
B,I am calling to check how long the delivery takes,DELIVERY,delivery_period
BI,where do I check when my item is going to arrive?,DELIVERY,delivery_period
B,help to check how soon can I expect the delivery,DELIVERY,delivery_period
BI,how can I check when my item is going to arrive?,DELIVERY,delivery_period
B,I try to check how long the delivery takes,DELIVERY,delivery_period
B,I need assistance checking when will my item arrive,DELIVERY,delivery_period
BI,can you help me check how soon can I expect the delivery?,DELIVERY,delivery_period
BI,where can I check how soon can I expect the item?,DELIVERY,delivery_period
BIP,would it be possible to check how long the delivery takes?,DELIVERY,delivery_period
B,I need assistance checking how long the delivery takes,DELIVERY,delivery_period
B,I am trying to check how long the delivery takes,DELIVERY,delivery_period
BIMP,could you tell me more about the delivery period?,DELIVERY,delivery_period
B,assistance to check how soon can I expect the delivery,DELIVERY,delivery_period
B,I want help to check when my delivery is going to arrive,DELIVERY,delivery_period
BP,I would like information about delivery period,DELIVERY,delivery_period
BI,where can I check when my item is going to arrive?,DELIVERY,delivery_period
BIMP,could you give me information about the delivery periods?,DELIVERY,delivery_period
BIM,can you tell me about the delivery periods?,DELIVERY,delivery_period
BI,how can I find information about the delivery period?,DELIVERY,delivery_period
B,assistance to check how long the delivery takes,DELIVERY,delivery_period
B,assistance to check how soon can I expect the item,DELIVERY,delivery_period
BP,I would like to check how soon can I expect the item,DELIVERY,delivery_period
BI,where to check when my delivery is going to arrive?,DELIVERY,delivery_period
B,I want assistance to check when will my item arrive,DELIVERY,delivery_period
BI,when is my item going to arrive?,DELIVERY,delivery_period
B,I don't know how to check how soon can I expect the delivery,DELIVERY,delivery_period
B,I need help to check how soon can I expect the item,DELIVERY,delivery_period
BI,can you give me information about delivery periods?,DELIVERY,delivery_period
BIMP,would you give me information about the delivery period?,DELIVERY,delivery_period
B,assistance checking how long the delivery takes,DELIVERY,delivery_period
BIMP,how could I find information about the delivery periods?,DELIVERY,delivery_period
B,I want assistance to check how long the delivery takes,DELIVERY,delivery_period
BIMP,where could I find information about the delivery periods?,DELIVERY,delivery_period
B,information about the delivery period,DELIVERY,delivery_period
B,I want to check when my delivery is going to arrive,DELIVERY,delivery_period
BIP,could you show me how soon can I expect the delivery?,DELIVERY,delivery_period
B,I want assistance checking how long the delivery takes,DELIVERY,delivery_period
B,I want help to check how long the delivery takes,DELIVERY,delivery_period
BI,can I check when my item is going to arrive?,DELIVERY,delivery_period
B,tell me about delivery period,DELIVERY,delivery_period
BI,how do I check how long the delivery takes?,DELIVERY,delivery_period
B,I am calling to check when will my item arrive,DELIVERY,delivery_period
BI,how do I check when my item is going to arrive?,DELIVERY,delivery_period
BI,where can I check when will my item arrive?,DELIVERY,delivery_period
BI,how can I check how soon can I expect the delivery?,DELIVERY,delivery_period
B,assistance checking when my item is going to arrive,DELIVERY,delivery_period
BIP,where could I find information about the delivery period?,DELIVERY,delivery_period
BIM,can you tell me more about the delivery period?,DELIVERY,delivery_period
BIMP,would you give me information about the delivery periods?,DELIVERY,delivery_period
BIM,how can I get information about the delivery periods?,DELIVERY,delivery_period
BIP,could you tell me more about delivery periods?,DELIVERY,delivery_period
BIP,could you show me how long the delivery takes?,DELIVERY,delivery_period
BIP,would you give me information about delivery period?,DELIVERY,delivery_period
BI,where to check how soon can I expect the delivery?,DELIVERY,delivery_period
BI,how can I check when will my item arrive?,DELIVERY,delivery_period
BIP,will you give me information about delivery period?,DELIVERY,delivery_period
BIP,where could I check when will my item arrive?,DELIVERY,delivery_period
BIP,could you help me checking when will my item arrive?,DELIVERY,delivery_period
BI,can you show me how soon can I expect the delivery?,DELIVERY,delivery_period
BE,I am trying to find information about delivery periods,DELIVERY,delivery_period
BI,is it possible to check how long the delivery takes?,DELIVERY,delivery_period
BI,can you help me to check how soon can I expect the delivery?,DELIVERY,delivery_period
B,I want assistance checking how soon can I expect the item,DELIVERY,delivery_period
B,I call to check when my delivery is going to arrive,DELIVERY,delivery_period
B,I want to check how soon can I expect the item,DELIVERY,delivery_period
B,I need assistance checking when my item is going to arrive,DELIVERY,delivery_period
BIMP,where could I get information about the delivery periods?,DELIVERY,delivery_period
BE,I am looking for delivery period,DELIVERY,delivery_period
B,I am calling to check when my delivery is going to arrive,DELIVERY,delivery_period
BIP,will you show me how long the delivery takes?,DELIVERY,delivery_period
B,I call to check when my item is going to arrive,DELIVERY,delivery_period
BIP,could you tell me about delivery periods?,DELIVERY,delivery_period
BM,tell me more about the delivery periods,DELIVERY,delivery_period
BEM,I am looking for the delivery periods,DELIVERY,delivery_period
BI,can you tell me about delivery period?,DELIVERY,delivery_period
B,show me when my delivery is going to arrive,DELIVERY,delivery_period
B,I want information about the delivery period,DELIVERY,delivery_period
BIP,where could I check when my delivery is going to arrive?,DELIVERY,delivery_period
B,help me check when will my item arrive,DELIVERY,delivery_period
B,I am calling to check how soon can I expect the item,DELIVERY,delivery_period
BMP,I would like information about the delivery periods,DELIVERY,delivery_period
B,help me checking how long the delivery takes,DELIVERY,delivery_period
B,I need information about delivery periods,DELIVERY,delivery_period
BI,can you help me to check when my item is going to arrive?,DELIVERY,delivery_period
BI,what is the delivery period for this order?,DELIVERY,delivery_period
BP,I would like to know about delivery periods,DELIVERY,delivery_period
B,show me how long it usually takes for the delivery to arrive,DELIVERY,delivery_period
BI,can I check how soon can I expect the item?,DELIVERY,delivery_period
B,I have to check how soon can I expect the delivery,DELIVERY,delivery_period
B,I need help to check when my delivery is going to arrive,DELIVERY,delivery_period
BIP,how could I find information about delivery periods?,DELIVERY,delivery_period
BE,I do not know how to check when my item is going to arrive,DELIVERY,delivery_period
BI,where can I check how soon can I expect the delivery?,DELIVERY,delivery_period
B,help me to check how soon can I expect the item,DELIVERY,delivery_period
BI,how can I find information about delivery periods?,DELIVERY,delivery_period
B,help me check how long the delivery takes,DELIVERY,delivery_period
BIP,where could I check how soon can I expect the delivery?,DELIVERY,delivery_period
B,help checking when will my item arrive,DELIVERY,delivery_period
B,assistance checking when will my item arrive,DELIVERY,delivery_period
B,show me how soon can I expect the delivery,DELIVERY,delivery_period
BP,I would like to check when will my item arrive,DELIVERY,delivery_period
B,I need help checking how long the delivery takes,DELIVERY,delivery_period
BI,how can I check how soon can I expect the item?,DELIVERY,delivery_period
BI,how to check how soon can I expect the item?,DELIVERY,delivery_period
BI,where can I get information about delivery periods?,DELIVERY,delivery_period
B,help me check how soon can I expect the delivery,DELIVERY,delivery_period
BI,where can I check how long the delivery takes?,DELIVERY,delivery_period
B,help checking when my delivery is going to arrive,DELIVERY,delivery_period
B,I need to check how long the delivery takes,DELIVERY,delivery_period
BIP,where could I get information about the delivery period?,DELIVERY,delivery_period
BI,can you help me check when my delivery is going to arrive?,DELIVERY,delivery_period
BI,where to check how soon can I expect the item?,DELIVERY,delivery_period
B,I want information about delivery periods,DELIVERY,delivery_period
B,I want information about delivery period,DELIVERY,delivery_period
BIMP,how could I get information about the delivery periods?,DELIVERY,delivery_period
B,I want assistance checking when my item is going to arrive,DELIVERY,delivery_period
B,I need help to check how long the delivery takes,DELIVERY,delivery_period
B,I don't know how I can check how long the delivery takes,DELIVERY,delivery_period
BE,I am looking for delivery periods,DELIVERY,delivery_period
BE,I am looking for information about delivery period,DELIVERY,delivery_period
BM,find information about the delivery period,DELIVERY,delivery_period
BMP,I would like to know more about the delivery periods,DELIVERY,delivery_period
BI,how long does it usually take for an item to arrive?,DELIVERY,delivery_period
B,I want to know more about delivery periods,DELIVERY,delivery_period
B,I want to know about the delivery period,DELIVERY,delivery_period
BP,I would like to know more about delivery period,DELIVERY,delivery_period
B,help to check when my item is going to arrive,DELIVERY,delivery_period
BI,is it possible to check when my delivery is going to arrive?,DELIVERY,delivery_period
BE,I am trying to find the delivery period,DELIVERY,delivery_period
BEM,I am trying to find the delivery periods,DELIVERY,delivery_period
B,I want assistance checking when will my item arrive,DELIVERY,delivery_period
B,I have got to check when will my item arrive,DELIVERY,delivery_period
BIM,where can I get information about the delivery periods?,DELIVERY,delivery_period
BE,I do not know how to check when will my item arrive,DELIVERY,delivery_period
BIP,could you help me to check how long the delivery takes?,DELIVERY,delivery_period
B,I need help to check when will my item arrive,DELIVERY,delivery_period
BI,can you tell me about delivery periods?,DELIVERY,delivery_period
BIM,how can I find information about the delivery periods?,DELIVERY,delivery_period
B,I am trying to check how soon can I expect the delivery,DELIVERY,delivery_period
BE,I am looking for information about delivery periods,DELIVERY,delivery_period
B,I need assistance to check when my item is going to arrive,DELIVERY,delivery_period
B,I don't know how I can check how soon can I expect the item,DELIVERY,delivery_period
B,assistance checking how soon can I expect the delivery,DELIVERY,delivery_period
BP,I don't know how I could check how long the delivery takes,DELIVERY,delivery_period
BI,can you help me checking when will my item arrive?,DELIVERY,delivery_period
B,help me checking when my delivery is going to arrive,DELIVERY,delivery_period
BI,how to check when my item is going to arrive?,DELIVERY,delivery_period
BI,how soon can I expect the item?,DELIVERY,delivery_period
BM,tell me more about the delivery period,DELIVERY,delivery_period
BI,where do I check when my delivery is going to arrive?,DELIVERY,delivery_period
BM,tell me about the delivery periods,DELIVERY,delivery_period
B,help me to check when my delivery is going to arrive,DELIVERY,delivery_period
BI,where do I check how soon can I expect the item?,DELIVERY,delivery_period
BEP,I do not know how I could edit the information on my account,ACCOUNT,edit_account
BIP,could I edit my personal information?,ACCOUNT,edit_account
B,I want help editing my personal information,ACCOUNT,edit_account
BELQ,i do not know what i have to do to edit the user information,ACCOUNT,edit_account
B,help me to edit my personal information,ACCOUNT,edit_account
B,I don't know how I can edit my account,ACCOUNT,edit_account
BI,what do I have to do to edit my personal information?,ACCOUNT,edit_account
BCL,"I have to change the data on my profile, help me",ACCOUNT,edit_account
BE,I do not know how to edit my personal information,ACCOUNT,edit_account
BELQZ,i do not know what to do to correct the personal ingo,ACCOUNT,edit_account
BELQ,i do not know what to do to change my user data,ACCOUNT,edit_account
BIL,how to change the personal data?,ACCOUNT,edit_account
B,I have got to edit my account,ACCOUNT,edit_account
BI,how do I edit my personal information?,ACCOUNT,edit_account
B,I need help editing my account,ACCOUNT,edit_account
B,I need to edit my personal information,ACCOUNT,edit_account
BI,how do I edit the information on my account?,ACCOUNT,edit_account
B,I am trying to edit my account,ACCOUNT,edit_account
BLM,I don't know what I need to do to correct my user details,ACCOUNT,edit_account
BILMZ,can you hepl me correct the details on my profile?,ACCOUNT,edit_account
B,I want help to edit my account,ACCOUNT,edit_account
BI,can you help me edit the information on my account?,ACCOUNT,edit_account
BIP,would it be possible to edit my personal information?,ACCOUNT,edit_account
BEQZ,i donot know what i have to do to edit the personal info,ACCOUNT,edit_account
BL,help me modify the data included on my user profile,ACCOUNT,edit_account
B,I don't know how I can edit the information on my account,ACCOUNT,edit_account
BE,I do not know what to do to edit my personal information,ACCOUNT,edit_account
B,I want assistance to edit my personal information,ACCOUNT,edit_account
B,I want to edit the information on my account,ACCOUNT,edit_account
B,I want assistance editing my account,ACCOUNT,edit_account
BILQ,can ya help me to modify the data included on my profile,ACCOUNT,edit_account
BP,I don't know how I could edit the information on my account,ACCOUNT,edit_account
BCIL,"I have to correct my user information, how can I do it?",ACCOUNT,edit_account
BP,I would like to edit my personal information,ACCOUNT,edit_account
BP,I don't know how I could edit my account,ACCOUNT,edit_account
B,I have to edit the information on my account,ACCOUNT,edit_account
B,I am trying to edit the information on my account,ACCOUNT,edit_account
BCILQ,"I want to change my personal info, how can I do it?",ACCOUNT,edit_account
BLM,I have to correct the details on my user profile,ACCOUNT,edit_account
B,I try to edit the information on my account,ACCOUNT,edit_account
B,I need help editing my personal information,ACCOUNT,edit_account
BI,is it possible to edit my account?,ACCOUNT,edit_account
BILQ,can uhelp me edit my online account,ACCOUNT,edit_account
B,help to edit my account,ACCOUNT,edit_account
B,assistance editing my personal information,ACCOUNT,edit_account
BI,how to edit my account?,ACCOUNT,edit_account
BIL,how to edit my online profile?,ACCOUNT,edit_account
B,help editing my personal information,ACCOUNT,edit_account
BLQ,want help updating the info on my user profile,ACCOUNT,edit_account
BELQ,i do not know what to do to edit the data on my profile,ACCOUNT,edit_account
BLM,I want assistance changing my personal details,ACCOUNT,edit_account
BL,help me to edit the data on my account,ACCOUNT,edit_account
B,I don't know how to edit my account,ACCOUNT,edit_account
B,I need assistance editing the information on my account,ACCOUNT,edit_account
BI,can you help me edit my account?,ACCOUNT,edit_account
BIP,could you help me editing my account?,ACCOUNT,edit_account
BLM,I need help correcting some of the details on my account,ACCOUNT,edit_account
BLM,help to edit some of the details on my profile,ACCOUNT,edit_account
B,I want assistance to edit my account,ACCOUNT,edit_account
BL,I have to modify the data included on my user account,ACCOUNT,edit_account
BIP,could you help me edit the information on my account?,ACCOUNT,edit_account
BLMZ,I don't know how to update my personal edtails,ACCOUNT,edit_account
BLMQZ,i want help updating some or my user details,ACCOUNT,edit_account
BLM,I need help to edit the details included on my user account,ACCOUNT,edit_account
BIP,could you help me to edit my personal information?,ACCOUNT,edit_account
BL,I need help to modify the information included on my profile,ACCOUNT,edit_account
BI,can you help me editing the information on my account?,ACCOUNT,edit_account
BELM,I do not know how to correct the details on my account,ACCOUNT,edit_account
BL,I need assistance correcting my user information,ACCOUNT,edit_account
BLMQW,need help to change my bloody personal details,ACCOUNT,edit_account
BILQ,is it possible to edit the info included on my account?,ACCOUNT,edit_account
B,help me edit the information on my account,ACCOUNT,edit_account
BI,how can I edit my personal information?,ACCOUNT,edit_account
BL,I try to correct my personal information,ACCOUNT,edit_account
BL,help me change the information on my account,ACCOUNT,edit_account
BLMQ,i have to update some of the details included on my account,ACCOUNT,edit_account
BL,I try to change the information on my user account,ACCOUNT,edit_account
BI,is it possible to edit my personal information?,ACCOUNT,edit_account
BILM,is it possible to correct my personal details?,ACCOUNT,edit_account
BK,edit information on account,ACCOUNT,edit_account
B,help editing the information on my account,ACCOUNT,edit_account
B,I don't know what to do to edit my account,ACCOUNT,edit_account
